"";"nomor_urut";"jenis_kelamin";"umur";"fakultas";"prodi";"tingkat_semester";"uang_saku";"kepemilikan_mobil";"kepemilikan_motor";"kepemilikan_sepeda";"kendaraan_utama";"jenis_tempat_tinggal";"jarak";"jumlah_perjalanan_selasa";"jumlah_perjalanan_rabu";"jumlah_perjalanan_kamis";"jumlah_perjalanan_jumat";"jumlah_perjalanan_sabtu";"jumlah_perjalanan_ahad"
"440";40;"Perempuan";23;"Fakultas Ekonomi dan Bisnis";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";3;3;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";6,3009777974308;2;1;1;5;1;2
"441";41;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,09440516959387;1;3;1;4;3;3
"442";42;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,282353404418492;3;4;4;4;2;2
"443";43;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";24,0211210515964;1;1;1;1;1;1
"444";44;"Laki-Laki";22;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;2;"Sepeda Motor Pribadi";"Kos Sendiri";0,421196876042652;5;1;1;1;1;1
"445";45;"Perempuan";22;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Kos bersama-sama";0,421196876042652;4;1;4;5;3;2
"446";46;"Perempuan";20;"Fakultas Ilmu Komputer";"Sistem Informasi";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";2;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,97739076110086;2;3;2;3;2;3
"447";47;"Perempuan";18;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,23707224952542;2;2;2;2;1;1
"448";48;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,85426974569908;3;2;3;2;2;2
"449";49;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,974907820549075;3;4;2;3;2;1
"450";50;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,49799205454565;4;1;3;1;2;1
"451";51;"Perempuan";21;"Fakultas Ilmu Komputer";"Informatika";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,80623038660224;3;3;1;1;1;1
"452";52;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;2;"Transportasi Online";"Kos bersama-sama";2,50789877995786;3;5;4;3;3;3
"453";53;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;4;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,21406621749952;4;1;2;2;3;1
"454";54;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,201040237931465;2;2;2;2;1;1
"455";55;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"< 1 jt";0;3;1;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Rumah pribadi/rumah keluarga";1,35212661097933;3;2;2;2;2;2
"456";56;"Perempuan";20;"Fakultas Ekonomi dan Bisnis";"Administrasi Bisnis";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";1;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";0,427721658672637;2;2;2;1;1;1
"457";57;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,44106780767758;3;1;3;1;1;1
"458";58;"Laki-Laki";20;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,31126922216441;4;1;2;1;1;4
"459";59;"Laki-Laki";18;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;3;1;4;4;1;3
"460";60;"Perempuan";22;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";1;0;0;"Mobil Pribadi";"Kos bersama-sama";1,31126922216441;5;1;1;2;2;1
"461";61;"Laki-Laki";22;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,0635167614127157;2;2;1;1;1;1
"462";62;"Perempuan";19;"Fakultas Ilmu Komputer";"Informatika";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";0;1;0;"Transportasi Online";"Rumah mengontrak bersama-sama";0,0635167614127157;2;3;2;3;1;3
"463";63;"Laki-Laki";20;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";1;0;0;"Mobil Pribadi";"Kos Sendiri";1,31126922216441;1;3;2;2;4;2
"464";64;"Laki-Laki";21;"Fakultas Teknik";"Teknik Mesin";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;1;"Sepeda Motor Pribadi";"Rumah bersama saudara";1,19220448183182;3;4;4;2;2;2
"465";65;"Perempuan";21;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,89418854443346;1;1;5;1;1;1
"466";66;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Transportasi Online";"Kos Sendiri";0,177691507133403;1;3;3;1;2;3
"467";67;"Laki-Laki";20;"Fakultas Ilmu Komputer";"Sistem Informasi";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";5,05092303670438;2;4;2;1;4;1
"468";68;"Laki-Laki";20;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";1;0;0;"Mobil Pribadi";"Kos bersama-sama";1,31126922216441;2;3;4;2;1;1
"469";69;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah mengontrak bersama-sama";1,31126922216441;1;2;1;1;2;1
"470";70;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;1;1;"Sepeda";"Rumah pribadi/rumah keluarga";1,31126922216441;2;3;3;2;1;2
"471";71;"Laki-Laki";22;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,0635167614127157;1;2;2;1;1;3
"472";72;"Perempuan";20;"Fakultas Ekonomi dan Bisnis";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";13,6560641197965;2;1;1;3;1;1
"473";73;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;1;1;3;2;1;1
"474";74;"Perempuan";19;"Fakultas Teknik";"Teknik Sipil";"1 (Semester 1 – Semester 2)";"3,1 jt – 4 jt";1;0;0;"Mobil Pribadi";"Kos Sendiri";1,31126922216441;4;2;2;2;1;2
"475";75;"Perempuan";23;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";13,6560641197965;1;1;1;1;2;1
"476";76;"Perempuan";19;"Fakultas Teknik";"Teknik Mesin";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";4,77400008460296;3;2;1;1;3;1
"477";77;"Perempuan";20;"Fakultas Teknik";"Arsitektur";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";0;1;1;"Sepeda Motor Pribadi";"Kos Sendiri";0,421196876042652;3;2;1;1;1;2
"478";78;"Perempuan";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,73550162663076;1;3;3;1;1;1
"479";79;"Laki-Laki";21;"Fakultas Ilmu Komputer";"Sistem Informasi";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;2;3;2;1;1;3
"480";80;"Perempuan";21;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"> 4 jt";0;1;0;"Transportasi Online";"Kos bersama-sama";0,124797618516927;3;1;4;2;1;1
"481";81;"Perempuan";21;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Berjalan Kaki";"Rumah bersama saudara";5,41365840447401;1;2;1;1;1;3
"482";82;"Laki-Laki";23;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,201040237931465;4;1;1;2;2;1
"483";83;"Laki-Laki";20;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";1;0;0;"Mobil Pribadi";"Kos Sendiri";0,201040237931465;3;1;3;1;1;1
"484";84;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"2 (Semester 3 – Semester 4)";"3,1 jt – 4 jt";0;1;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Kos bersama-sama";1,31126922216441;2;3;1;2;1;2
"485";85;"Laki-Laki";23;"Fakultas Ilmu Komputer";"Sistem Informasi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,31126922216441;1;1;1;1;2;1
"486";86;"Laki-Laki";18;"Fakultas Teknik";"Arsitektur";"1 (Semester 1 – Semester 2)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah mengontrak bersama-sama";0,177691507133403;2;2;2;2;3;1
"487";87;"Perempuan";20;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,97739076110086;6;1;4;5;4;3
"488";88;"Laki-Laki";20;"Fakultas Teknik";"Teknik Mesin";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";5,44207388861691;1;1;2;1;1;1
"489";89;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos bersama-sama";1,31126922216441;3;1;3;1;3;1
"490";90;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"2 (Semester 3 – Semester 4)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,0635167614127157;1;2;2;1;1;1
"491";91;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos bersama-sama";1,31126922216441;4;5;5;5;4;1
"492";92;"Laki-Laki";18;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;4;2;3;2;1;2
"493";93;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Administrasi Bisnis";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,124797618516927;3;3;1;1;1;2
"494";94;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,77400008460296;4;1;1;2;1;1
"495";95;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"3,1 jt – 4 jt";1;0;0;"Mobil Pribadi";"Kos Sendiri";1,31126922216441;1;1;4;2;1;3
"496";96;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah mengontrak bersama-sama";1,31126922216441;4;4;3;9;2;2
"497";97;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Transportasi Online";"Rumah mengontrak bersama-sama";1,31126922216441;1;1;2;1;1;1
"498";98;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Kos bersama-sama";1,31126922216441;2;1;1;2;1;1
"499";99;"Perempuan";22;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos bersama-sama";4,77400008460296;4;1;2;5;2;2
"500";100;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Transportasi Online";"Kos Sendiri";0,201040237931465;3;1;1;1;1;1
"501";101;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;1;0;"Berjalan Kaki";"Kos Sendiri";1,1195030773666;5;4;7;5;4;4
"502";102;"Laki-Laki";20;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;1;3;1;4;1;1
"503";103;"Laki-Laki";23;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Transportasi Online";"Rumah mengontrak bersama-sama";1,31126922216441;1;4;1;1;1;2
"504";104;"Perempuan";23;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,201040237931465;4;1;1;2;1;1
"505";105;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,14653774109583;5;1;2;1;4;1
"506";106;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah mengontrak bersama-sama";5,44624442479121;2;2;4;3;1;2
"507";107;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,49180793965016;1;1;3;1;5;1
"508";108;"Laki-Laki";20;"Fakultas Teknik";"Teknik Mesin";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,19220448183182;4;4;2;3;4;1
"509";109;"Perempuan";20;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";4,77400008460296;5;4;4;2;1;3
"510";110;"Laki-Laki";19;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,255963698107833;3;4;4;4;2;2
"511";111;"Perempuan";22;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,32649711969215;5;4;2;3;2;1
"512";112;"Laki-Laki";19;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"2 (Semester 3 – Semester 4)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,30569456294589;2;3;2;4;3;1
"513";113;"Perempuan";18;"Fakultas Ilmu Komputer";"Sistem Informasi";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;0;0;"Transportasi Online";"Kos Sendiri";4,77400008460296;3;4;4;4;1;3
"514";114;"Laki-Laki";21;"Fakultas Teknik";"Teknik Mesin";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";3,2455698408554;4;1;2;2;2;1
"515";115;"Perempuan";21;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,14653774109583;1;3;2;1;2;1
"516";116;"Perempuan";21;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";13,6560641197965;1;1;1;5;1;1
"517";117;"Laki-Laki";20;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";5,44624442479121;4;2;3;4;1;1
"518";118;"Perempuan";18;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;0;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Kos bersama-sama";1,32649711969215;4;3;4;3;1;2
"519";119;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";1,32649711969215;2;4;2;5;2;1
"520";120;"Perempuan";21;"Fakultas Teknik";"Arsitektur";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;1;2;2;1;1;2
"521";121;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"3,1 jt – 4 jt";1;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";0,0635167614127157;2;1;1;2;1;1
"522";122;"Laki-Laki";20;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos bersama-sama";1,31126922216441;3;1;1;1;2;1
"523";123;"Perempuan";23;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"> 4 jt";1;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,31126922216441;1;3;5;1;1;2
"524";124;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";0;1;0;"Transportasi Online";"Kos Sendiri";1,31126922216441;4;1;1;2;1;1
"525";125;"Perempuan";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;1;3;3;1;1;1
"526";126;"Laki-Laki";23;"Fakultas Teknik";"Teknik Mesin";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";0,201040237931465;1;1;4;3;1;2
"527";127;"Laki-Laki";20;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"3 (Semester 5 - Semester 6)";"3,1 jt – 4 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;3;1;2;1;1;1
"528";128;"Laki-Laki";22;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;0;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Kos Sendiri";0,177691507133403;2;1;1;2;1;2
"529";129;"Laki-Laki";20;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah mengontrak bersama-sama";1,40351247975686;4;2;3;5;5;1
"530";130;"Perempuan";18;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";1,40351247975686;5;6;2;2;1;2
"531";131;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,66043281955003;4;1;3;4;1;1
"532";132;"Laki-Laki";21;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,31126922216441;1;3;1;2;2;1
"533";133;"Perempuan";22;"Fakultas Keguruan dan Ilmu Pendidikan";"Pendidikan Bahasa Inggris";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,0635167614127157;3;1;1;1;1;3
"534";134;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";1;2;1;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;3;2;2;2;1;1
"535";135;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;1;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;3;4;3;2;2;2
"536";136;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,11339008175118;2;3;5;2;2;1
"537";137;"Perempuan";20;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";0,53838810646892;4;2;1;2;1;1
"538";138;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,90182775999962;1;3;2;3;1;1
"539";139;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,68562405974408;1;4;1;2;2;1
"540";140;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;1;0;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;4;3;2;2;1;2
"541";141;"Perempuan";19;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;4;3;2;1;4;1
"542";142;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,60088203928593;3;2;1;4;2;1
"543";143;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;0;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,80557830991947;4;2;1;1;2;1
"544";144;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,83070684351622;1;1;3;2;1;1
"545";145;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah bersama saudara";1,86940120403529;1;1;4;2;1;1
"546";146;"Perempuan";20;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,77823329013446;1;3;2;1;2;1
"547";147;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,28749526074541;1;1;1;1;2;2
"548";148;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";3;2;1;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Rumah pribadi/rumah keluarga";5,01051687671436;4;1;2;1;2;1
