Kampus_PT;Nomor urut;Jenis Kelamin;Umur;Fakultas;Prodi;Tingkat Semester;Uang Saku;jumlah mobil;jumlah motor;jumlah sepeda;kendaraan utama;jenis tempat tinggal;jarak;biaya sepekan;Jumlah Perjalanan Senin;Jumlah Perjalanan Selasa;Jumlah Perjalanan Rabu;Jumlah Perjalanan Kamis;Jumlah Perjalanan Jumat;Jumlah Perjalanan Sabtu;Jumlah Perjalanan Ahad
ITERA;199;Perempuan;20;FTIK;Teknik Lingkungan;Semester 3-4;2,1 - 3 Jt;2;0;2;Sepeda motor pribadi;Rumah pribadi;4,1;40;2;2;2;2;2;3;3
ITERA;203;Laki-laki;22;FTIK;Desain Komunikasi Visual;Semester 7-8;1 - 2 Jt;3;1;1;Sepeda motor pribadi;Rumah pribadi;3,7;40;2;2;2;0;2;0;3
ITERA;208;Laki-laki;20;FTIK;Arsitektur;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;7,65;40;1;3;3;3;1;1;1
ITERA;221;Laki-laki;20;FTI;Teknik Mesin;Semester 5-6;2,1 - 3 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;6,83;40;4;2;2;2;5;2;0
ITERA;226;Laki-laki;22;FTIK;Teknik Sipil;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;4,98;40;2;0;5;2;0;2;0
ITERA;235;Laki-laki;22;FTI;Teknik Pertambangan;Semester 7-8;2,1 - 3 Jt;3;0;1;Sepeda motor pribadi;Rumah pribadi;3,84;40;3;3;2;2;5;2;0
ITERA;243;Perempuan;18;FTI;Rekayasa Kosmetik;Semester 1-2;1 - 2 Jt;2;1;2;Sepeda motor pribadi;Rumah pribadi;3,57;40;0;4;4;2;4;0;0
ITERA;258;Laki-laki;22;FTI;Teknik Fisika;Semester 7-8;1 - 2 Jt;2;1;1;Sepeda motor pribadi;Rumah pribadi;9,73;40;0;2;2;2;4;3;0
ITERA;272;Laki-laki;21;FTI;Teknik Sistem Energi;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;3,68;40;2;2;4;4;0;0;0
ITERA;288;Perempuan;20;FTI;Teknik Material;Semester 3-4;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;9,27;40;2;2;4;4;3;2;2
ITERA;295;Laki-laki;20;FTI;Teknik Material;Semester 3-4;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;3,77;40;3;3;5;4;5;0;4
ITERA;329;Laki-laki;20;FTI;Teknologi Pangan;Semester 3-4;1 - 2 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;8,62;40;2;2;2;2;3;0;0
ITERA;341;Perempuan;22;FTI;Teknik Pertambangan;Semester 7-8;2,1 - 3 Jt;0;0;0;Layanan online;Kos sendiri;10,48;40;2;2;2;0;2;3;3
ITERA;354;Laki-laki;21;FTI;Teknologi Industri Pertanian;Semester 3-4;1 - 2 Jt;2;1;2;Sepeda motor pribadi;Rumah pribadi;7,04;40;2;4;2;4;5;0;0
ITERA;362;Perempuan;21;FTI;Teknik Pertambangan;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;1,78;40;2;2;0;2;2;0;0
ITERA;367;Perempuan;20;FTI;Teknik Industri;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,75;40;4;3;4;4;2;2;3
ITERA;372;Laki-laki;21;FTI;Teknik Informatika;Semester 5-6;1 - 2 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;6,41;40;3;4;0;2;4;3;0
ITERA;373;Perempuan;22;FTI;Teknik Informatika;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,8;40;0;4;3;3;0;5;0
ITERA;376;Perempuan;22;FTI;Teknik Informatika;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;4,75;40;3;4;2;0;3;2;3
ITERA;389;Perempuan;21;FTI;Teknik Geofisika;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;4,81;40;2;2;0;2;2;0;2
ITERA;394;Laki-laki;21;FTI;Teknik Geologi;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,77;40;2;3;2;3;3;3;2
ITERA;263;Perempuan;21;FTI;Rekayasa Kehutanan;Semester 5-6;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;6,24;39;2;2;2;2;2;2;2
ITERA;375;Perempuan;21;FTI;Teknik Informatika;Semester 7-8;2,1 - 3 Jt;0;0;0;Layanan online;Kos sendiri;8,08;38;2;2;0;2;2;0;0
ITERA;194;Laki-laki;20;FTIK;Teknik Lingkungan;Semester 3-4;< 1 Jt;0;0;0;Menumpang dengan teman/keluarga;Rumah saudara;11,3;37;2;2;2;2;2;1;0
ITERA;183;Perempuan;20;FTIK;Teknik Lingkungan;Semester 3-4;< 1 Jt;0;0;0;Layanan online;Kos sendiri;5,53;36;2;4;4;2;0;0;0
ITERA;343;Laki-laki;21;FTI;Teknik Informatika;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;7,22;36;4;2;3;0;4;0;2
ITERA;47;Laki-laki;22;FTI;Teknik Informatika;Semester 7-8;1 - 2 Jt;2;1;0;Sepeda motor pribadi;Rumah pribadi;35,18;35;4;3;2;4;4;2;2
ITERA;73;Perempuan;22;FS;Matematika;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;2,76;35;0;0;2;2;4;0;0
ITERA;95;Laki-laki;21;FS;Sains Aktuaria;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,3;35;3;0;2;2;3;0;5
ITERA;160;Laki-laki;22;FS;Sains Aktuaria;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,73;35;2;0;0;3;3;0;0
ITERA;174;Perempuan;21;FTIK;Desain Komunikasi Visual;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;7,04;35;2;0;2;0;2;2;0
ITERA;198;Perempuan;21;FTIK;Desain Komunikasi Visual;Semester 5-6;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,09;35;4;4;4;4;4;0;0
ITERA;222;Laki-laki;21;FTIK;Arsitektur Lanskap;Semester 5-6;3,1 - 4 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,48;35;2;3;3;3;3;0;5
ITERA;239;Laki-laki;21;FTIK;Arsitektur Lanskap;Semester 7-8;< 1 Jt;1;0;1;Sepeda motor pribadi;Rumah mengontrak bersama;5,02;35;0;2;2;2;3;4;2
ITERA;241;Laki-laki;22;FTI;Teknik Material;Semester 7-8;1 - 2 Jt;2;1;2;Sepeda motor pribadi;Rumah pribadi;12,69;35;0;2;2;2;2;2;2
ITERA;252;Laki-laki;23;FTI;Teknik Fisika;Semester 7-8;1 - 2 Jt;2;1;2;Sepeda motor pribadi;Rumah pribadi;2,85;35;0;2;2;2;6;0;0
ITERA;282;Perempuan;20;FTI;Rekayasa Kosmetik;Semester 3-4;< 1 Jt;2;0;0;Sepeda motor pribadi;Rumah pribadi;9,01;35;1;1;1;1;1;1;1
ITERA;313;Laki-laki;22;FTI;Teknik Informatika;Semester 7-8;1 - 2 Jt;3;1;2;Sepeda motor pribadi;Rumah pribadi;5,84;35;4;2;2;4;4;2;0
ITERA;332;Perempuan;20;FTI;Teknik Biomedis;Semester 3-4;1 - 2 Jt;0;0;0;Menumpang dengan teman/keluarga;Kos bersama-sama;1,78;35;4;4;4;4;0;0;0
ITERA;340;Laki-laki;21;FTI;Teknik Telekomunikasi;Semester 5-6;1 - 2 Jt;0;0;0;Menumpang dengan teman/keluarga;Rumah saudara;2,66;35;2;4;2;2;4;0;0
ITERA;361;Laki-laki;21;FTI;Teknik Pertambangan;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,57;35;4;4;3;3;2;2;3
ITERA;378;Laki-laki;23;FTI;Teknik Informatika;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,53;35;3;4;2;2;5;3;2
ITERA;381;Laki-laki;22;FTI;Teknik Mesin;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,11;35;0;2;0;0;0;2;3
ITERA;15;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,09;33;4;6;4;6;4;4;4
ITERA;213;Laki-laki;21;FTIK;Arsitektur;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;4,47;32;3;0;2;2;2;3;0
ITERA;379;Laki-laki;22;FTI;Teknik Mesin;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,78;32;0;3;0;2;3;2;0
ITERA;4;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,95;30;2;3;3;0;2;0;2
ITERA;7;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;1;1;Sepeda motor pribadi;Rumah pribadi;8,27;30;0;3;0;3;2;2;2
ITERA;10;Laki-laki;22;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;0;Mobil pribadi;Kos sendiri;2,08;30;3;2;3;0;2;0;2
ITERA;14;Perempuan;18;FTIK;Perencanaan Wilayah dan Kota;Semester 3-4;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,7;30;5;2;2;3;2;0;2
ITERA;19;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;2;0;0;Sepeda motor pribadi;Rumah pribadi;6,35;30;0;2;2;0;0;2;2
ITERA;21;Perempuan;22;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;2;1;1;Sepeda motor pribadi;Rumah pribadi;5,54;30;1;1;1;1;1;1;1
ITERA;33;Perempuan;22;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;4,8;30;3;3;3;3;3;3;2
ITERA;37;Perempuan;20;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;1;Sepeda motor pribadi;Rumah pribadi;5,4;30;0;2;3;0;5;0;2
ITERA;36;Laki-laki;21;FTIK;Teknik Geomatika;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;9,63;30;4;4;4;4;5;4;0
ITERA;38;Laki-laki;20;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,4;30;4;0;4;2;0;0;0
ITERA;44;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;0;0;0;Layanan online;Kos sendiri;4,98;30;0;3;3;0;0;0;0
ITERA;50;Perempuan;21;FS;Matematika;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Rumah mengontrak bersama;12,41;30;0;0;2;2;0;0;4
ITERA;54;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;< 1 Jt;1;1;0;Sepeda motor pribadi;Rumah pribadi;9,28;30;4;4;4;4;2;2;2
ITERA;67;Laki-laki;22;FS;Matematika;Semester 7-8;1 - 2 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;3,7;30;0;2;2;0;2;0;0
ITERA;71;Perempuan;21;FS;Biologi;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,14;30;2;2;0;2;2;0;3
ITERA;77;Laki-laki;22;FS;Matematika;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,58;30;2;3;4;0;2;0;0
ITERA;78;Laki-laki;21;FS;Matematika;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,46;30;0;2;3;2;3;0;2
ITERA;84;Laki-laki;21;FS;Fisika;Semester 5-6;1 - 2 Jt;1;0;1;Sepeda motor pribadi;Rumah mengontrak bersama;2,79;30;3;2;3;3;2;0;2
ITERA;91;Perempuan;21;FS;Kimia;Semester 7-8;1 - 2 Jt;2;1;1;Sepeda motor pribadi;Rumah pribadi;8,19;30;3;0;2;0;2;0;2
ITERA;98;Laki-laki;21;FS;Kimia;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;2,66;30;3;2;4;2;3;0;0
ITERA;105;Laki-laki;22;FTI;Teknik Industri;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,96;30;2;0;0;0;2;0;2
ITERA;110;Perempuan;21;FS;Kimia;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;4,88;30;4;2;2;2;2;2;0
ITERA;115;Perempuan;22;FS;Farmasi;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,27;30;2;0;2;2;2;2;0
ITERA;119;Laki-laki;21;FTIK;Teknik Kelautan;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,84;30;2;2;2;0;4;0;0
ITERA;122;Perempuan;21;FTI;Teknik Pertambangan;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,78;30;6;6;6;6;6;6;2
ITERA;127;Perempuan;21;FS;Farmasi;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,7;30;3;2;2;4;0;2;2
ITERA;128;Perempuan;21;FS;Sains Data;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,77;30;3;3;2;4;0;0;3
ITERA;129;Perempuan;22;FS;Farmasi;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;2,79;30;3;2;2;2;0;0;0
ITERA;130;Perempuan;21;FS;Farmasi;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;4,93;30;2;2;2;0;0;0;2
ITERA;131;Laki-laki;21;FS;Sains Data;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,11;30;3;2;2;2;2;0;0
ITERA;136;Perempuan;21;FS;Farmasi;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,68;30;4;2;2;0;2;0;2
ITERA;146;Laki-laki;22;FS;Sains Atmosfir dan Keplanetan;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,85;30;2;2;4;3;3;0;0
ITERA;149;Laki-laki;22;FS;Sains Aktuaria;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,13;30;3;0;2;0;3;0;0
ITERA;153;Laki-laki;23;FS;Sains Atmosfir dan Keplanetan;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,25;30;2;0;2;0;2;0;2
ITERA;158;Perempuan;22;FS;Sains Atmosfir dan Keplanetan;Semester 7-8;< 1 Jt;2;0;1;Sepeda motor pribadi;Rumah pribadi;5,28;30;2;0;2;2;0;0;0
ITERA;165;Laki-laki;22;FTIK;Arsitektur;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,96;30;2;2;0;0;2;0;0
ITERA;166;Perempuan;22;FTIK;Arsitektur;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,3;30;2;2;2;0;0;0;2
ITERA;172;Perempuan;21;FTIK;Teknik Lingkungan;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;6,83;30;4;4;5;3;5;3;0
ITERA;176;Perempuan;18;FTI;Teknik Biomedis;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah pribadi;2,91;30;2;0;2;2;0;0;0
ITERA;181;Perempuan;22;FTIK;Teknik Geomatika;Semester 7-8;1 - 2 Jt;3;1;2;Sepeda motor pribadi;Rumah pribadi;5,61;30;2;3;2;2;2;0;2
ITERA;185;Perempuan;19;FTI;Teknologi Pangan;Semester 3-4;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,45;30;3;3;3;3;3;2;3
ITERA;191;Perempuan;21;FTIK;Arsitektur;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;3,77;30;3;2;0;0;0;0;2
ITERA;197;Laki-laki;21;FTIK;Desain Komunikasi Visual;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;4,75;30;4;4;4;2;4;3;0
ITERA;200;Perempuan;20;FTIK;Teknik Lingkungan;Semester 3-4;< 1 Jt;0;0;0;Layanan online;Kos sendiri;5,11;30;2;4;2;2;4;0;0
ITERA;212;Laki-laki;22;FTIK;Teknik Perkeretaapian;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;5,82;30;2;0;0;0;2;0;0
ITERA;215;Laki-laki;22;FTI;Teknik Pertambangan;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;1,91;30;4;4;2;4;5;2;2
ITERA;220;Laki-laki;19;FTI;Teknik Elektro;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,82;30;6;3;3;4;2;0;0
ITERA;230;Perempuan;21;FTIK;Arsitektur Lanskap;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,67;30;3;4;2;4;3;4;3
ITERA;234;Perempuan;21;FTI;Teknologi Pangan;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;8,54;30;2;2;4;4;0;2;0
ITERA;238;Laki-laki;22;FTIK;Arsitektur Lanskap;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;4,14;30;2;2;0;3;3;0;2
ITERA;249;Laki-laki;19;FTI;Rekayasa Minyak dan Gas;Semester 1-2;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;4,79;30;4;3;3;2;3;0;3
ITERA;256;Laki-laki;22;FTIK;Teknik Sipil;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,84;30;3;3;3;3;5;3;0
ITERA;276;Perempuan;22;FTIK;Teknik Sipil;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;2,07;30;2;4;4;4;3;2;3
ITERA;279;Perempuan;21;FTI;Rekayasa Kehutanan;Semester 5-6;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;2,08;30;3;4;4;4;4;3;2
ITERA;280;Laki-laki;22;FTIK;Teknik Sipil;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,16;30;2;3;0;0;4;2;0
ITERA;285;Laki-laki;20;FTI;Teknik Material;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;2,75;30;4;2;2;0;0;0;0
ITERA;291;Perempuan;21;FTI;Teknik Biosistem;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;2,79;30;4;2;4;4;0;5;0
ITERA;297;Laki-laki;21;FTIK;Teknik Sipil;Semester 5-6;2,1 - 3 Jt;2;1;2;Sepeda motor pribadi;Rumah pribadi;3,52;30;2;2;2;2;4;0;0
ITERA;300;Laki-laki;22;FTI;Teknik Elektro;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,86;30;4;4;0;2;3;2;2
ITERA;301;Laki-laki;22;FTI;Teknik Mesin;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,62;30;3;0;2;0;0;0;3
ITERA;303;Laki-laki;22;FTI;Teknik Informatika;Semester 7-8;1 - 2 Jt;3;1;2;Sepeda motor pribadi;Rumah pribadi;2,39;30;4;2;2;4;4;2;2
ITERA;305;Laki-laki;21;FTI;Teknik Industri;Semester 5-6;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;2,91;30;3;2;2;0;2;0;2
ITERA;317;Perempuan;19;FTI;Teknik Biomedis;Semester 3-4;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;4,88;30;4;4;4;4;0;0;3
ITERA;336;Perempuan;21;FTI;Teknik Telekomunikasi;Semester 5-6;< 1 Jt;0;0;0;Menumpang dengan teman/keluarga;Kos bersama-sama;8,76;30;3;2;2;2;2;0;0
ITERA;344;Laki-laki;20;FTI;Teknologi Industri Pertanian;Semester 3-4;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;4,85;30;2;4;2;4;5;0;0
ITERA;360;Laki-laki;22;FTI;Teknik Pertambangan;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;2,78;30;4;4;0;2;4;0;0
ITERA;369;Laki-laki;21;FTI;Teknik Informatika;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,68;30;2;2;2;0;2;0;2
ITERA;392;Perempuan;21;FTI;Teknik Elektro;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,95;30;2;4;2;2;0;2;2
ITERA;397;Laki-laki;21;FTI;Teknik Geofisika;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;3,66;30;4;3;2;0;5;0;0
ITERA;410;Laki-laki;22;FTI;Teknik Geologi;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah saudara;3,03;30;2;0;0;4;2;0;2
ITERA;413;Laki-laki;22;FTI;Teknik Geofisika;Semester 7-8;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;4,14;30;0;0;2;0;3;2;0
ITERA;418;Laki-laki;22;FTI;Teknik Geofisika;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,57;30;3;2;2;2;2;0;3
ITERA;420;Laki-laki;20;FTI;Teknik Kimia;Semester 3-4;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,57;30;3;2;3;3;4;2;0
ITERA;27;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;2,1 - 3 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;3,03;28;2;4;0;3;2;0;0
ITERA;409;Perempuan;21;FTI;Teknik Geologi;Semester 7-8;1 - 2 Jt;0;0;0;Layanan online;Kos sendiri;5,23;28;0;2;0;0;2;2;0
ITERA;232;Perempuan;21;FTIK;Arsitektur Lanskap;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;7,37;27;4;3;2;3;0;2;0
ITERA;264;Laki-laki;22;FTI;Rekayasa Kehutanan;Semester 5-6;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,4;27;2;4;4;4;4;0;0
ITERA;233;Laki-laki;21;FTI;Teknik Elektro;Semester 5-6;< 1 Jt;2;0;0;Sepeda motor pribadi;Rumah pribadi;6,19;26;2;3;2;3;2;0;0
ITERA;281;Laki-laki;21;FTI;Teknik Sistem Energi;Semester 5-6;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;8,19;26;2;4;4;4;4;0;0
ITERA;411;Perempuan;21;FTI;Teknik Geofisika;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos bersama-sama;0,44;26;4;2;2;2;0;2;2
ITERA;5;Laki-laki;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,57;25;0;3;0;2;3;2;0
ITERA;41;Perempuan;21;FTIK;Perencanaan Wilayah dan Kota;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;12,19;25;2;2;2;2;2;2;2
ITERA;40;Perempuan;21;FTI;Teknik Informatika;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;1,78;25;1;1;1;1;1;1;1
ITERA;57;Perempuan;21;FTI;Rekayasa Kehutanan;Semester 5-6;< 1 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;5,5;25;3;3;4;2;5;4;2
ITERA;64;Perempuan;21;FS;Biologi;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,82;25;2;2;2;0;2;0;2
ITERA;72;Perempuan;21;FS;Matematika;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;5,59;25;2;3;4;0;0;0;0
ITERA;79;Perempuan;21;FS;Sains Aktuaria;Semester 5-6;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,89;25;2;3;2;3;2;2;2
ITERA;81;Perempuan;21;FTI;Teknologi Pangan;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;6,34;25;5;5;5;5;2;3;2
ITERA;106;Laki-laki;21;FTI;Teknik Industri;Semester 5-6;1 - 2 Jt;0;0;0;Menumpang dengan teman/keluarga;Rumah mengontrak bersama;5,03;25;2;4;4;4;2;2;0
ITERA;156;Perempuan;23;FTIK;Arsitektur;Semester 7-8;< 1 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;6,18;25;3;2;0;0;0;0;2
ITERA;190;Perempuan;20;FTIK;Teknik Lingkungan;Semester 3-4;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,77;25;2;2;2;2;4;2;2
ITERA;204;Perempuan;17;FS;Farmasi;Semester 1-2;3,1 - 4 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;8,5;25;2;2;2;2;2;2;2
ITERA;216;Laki-laki;21;FTIK;Teknik Perkeretaapian;Semester 5-6;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;5,24;25;4;4;4;4;3;3;0
ITERA;237;Laki-laki;21;FTIK;Arsitektur Lanskap;Semester 5-6;1 - 2 Jt;0;0;0;Menumpang dengan teman/keluarga;Kos sendiri;4,07;25;3;4;0;4;3;0;0
ITERA;240;Laki-laki;23;FTI;Teknik Geologi;Semester 7-8;1 - 2 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;9,73;25;2;2;0;2;5;0;0
ITERA;246;Laki-laki;20;FTI;Rekayasa Instrumentasi dan Automasi;Semester 3-4;2,1 - 3 Jt;1;0;0;Sepeda motor pribadi;Kos sendiri;3,7;25;4;3;4;2;5;2;2
ITERA;253;Laki-laki;22;FTI;Teknik Fisika;Semester 7-8;2,1 - 3 Jt;1;0;1;Sepeda motor pribadi;Kos sendiri;9,07;25;2;3;3;2;3;2;2
ITERA;257;Perempuan;21;FTIK;Teknik Sipil;Semester 7-8;1 - 2 Jt;1;0;0;Sepeda motor pribadi;Rumah mengontrak bersama;10,52;25;2;0;0;2;2;3;5
